country_code,code,name,localName,type,parentCode,flagUrl,latLng,localNameSpelling,delete,notes,dateIssued
GB,GB-RCH,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-RCT,,,,GB-WLS,,,,,Updating subdivision parent code,2021-11-25
GB,GB-RDB,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-RDG,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-RFW,,,,GB-SCT,,,,,Updating subdivision parent code,2021-11-25
GB,GB-RIC,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-ROT,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-RUT,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SAW,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SAY,,,,GB-SCT,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SCB,,,,GB-SCT,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SCT,Scotland,,Country,,,"[56.490, 4.202]",1,,Adding GB-SCT subdivision,2021-11-25
GB,GB-SFK,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SFT,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SGC,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SHF,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SHN,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SHR,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SKP,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SLF,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SLG,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SLK,,,,GB-SCT,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SND,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SOL,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SOM,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SOS,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SRY,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-STE,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-STG,,,,GB-SCT,,,,,Updating subdivision parent code,2021-11-25
GB,GB-STH,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-STN,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-STS,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-STT,,,,GB-EMG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-STY,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SWA,,,,GB-WLS,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SWD,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-SWK,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-TAM,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-TFW,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-THR,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-TOB,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-TOF,,,,GB-WLS,,,,,Updating subdivision parent code,2021-11-25
GB,GB-TRF,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-TWH,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-VGL,,,,GB-WLS,,,,,Updating subdivision parent code,2021-11-25
GB,GB-UKM,United Kingdom,,Country,,https://github.com/amckenna41/iso3166-flag-icons/blob/main/iso3166-2-icons/GB/GB-UKM.svg,"[55.378, 3.436]",1,,Adding GB-UKM subdivision,2021-11-25
GB,GB-WAR,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WBK,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WDU,,,,GB-SCT,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WFT,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WGN,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WIL,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WKF,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WLL,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WLN,,,,GB-SCT,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WLS,Wales,,Country,,,"[52.130, 3.783]",1,,Adding GB-WLS subdivision,2021-11-25
GB,GB-WLV,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WND,,,,GB-ENG,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WNM,,,,GB-,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WOK,,,,GB-,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WOR,,,,GB-,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WRL,,,,GB-,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WRT,,,,GB-,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WRX,,,,GB-,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WSM,,,,GB-,,,,,Updating subdivision parent code,2021-11-25
GB,GB-WSX,,,,GB-,,,,,Updating subdivision parent code,2021-11-25
GB,GB-YOR,,,,GB-,,,,,Updating subdivision parent code,2021-11-25
GB,GB-ZET,,,,GB-,,,,,Updating subdivision parent code,2021-11-25
GT,GT-AV (GT-16),,,,,,,1,,Changing subdivision code from GT-AV to GT-16,2021-11-25
GT,GT-BV (GT-15),,,,,,,1,,Changing subdivision code from GT-BV to GT-15,2021-11-25
GT,GT-CM (GT-04),,,,,,,1,,Changing subdivision code from GT-CM to GT-04,2021-11-25
GT,GT-CQ (GT-20),,,,,,,1,,Changing subdivision code from GT-CQ to GT-20,2021-11-25
GT,GT-ES (GT-05),,,,,,,1,,Changing subdivision code from GT-ES to GT-05,2021-11-25
GT,GT-GU (GT-01),,,,,,,1,,Changing subdivision code from GT-GU to GT-01,2021-11-25
GT,GT-HU (GT-13),,,,,,,1,,Changing subdivision code from GT-HU to GT-13,2021-11-25
GT,GT-IZ (GT-18),,,,,,,1,,Changing subdivision code from GT-IZ to GT-18,2021-11-25
GT,GT-JA (GT-21),,,,,,,1,,Changing subdivision code from GT-JA to GT-21,2021-11-25
GT,GT-JU (GT-22),,,,,,,1,,Changing subdivision code from GT-JU to GT-22,2021-11-25
GT,GT-PE (GT-17),,,,,,,1,,Changing subdivision code from GT-PE to GT-17,2021-11-25
GT,GT-PR (GT-02),,,,,,,1,,Changing subdivision code from GT-PR to GT-02,2021-11-25
GT,GT-QC (GT-14),,,,,,,1,,Changing subdivision code from GT-QC to GT-14,2021-11-25
GT,GT-QZ (GT-09),,,,,,,1,,Changing subdivision code from GT-QZ to GT-09,2021-11-25
GT,GT-RE (GT-11),,,,,,,1,,Changing subdivision code from GT-RE to GT-11,2021-11-25
GT,GT-SA (GT-03),,,,,,,1,,Changing subdivision code from GT-SA to GT-03,2021-11-25
GT,GT-SM (GT-12),,,,,,,1,,Changing subdivision code from GT-SM to GT-12,2021-11-25
GT,GT-SO (GT-07),,,,,,,1,,Changing subdivision code from GT-SO to GT-07,2021-11-25
GT,GT-SR (GT-06),,,,,,,1,,Changing subdivision code from GT-SR to GT-06,2021-11-25
GT,GT-SU (GT-10),,,,,,,1,,Changing subdivision code from GT-SU to GT-10,2021-11-25
GT,GT-TO (GT-08),,,,,,,1,,Changing subdivision code from GT-TO to GT-08,2021-11-25
GT,GT-ZA (GT-19),,,,,,,1,,Changing subdivision code from GT-ZA to GT-19,2021-11-25
HU,HU-CS,Csongrád-Csanád,,,,,,1,,Changing subdivision name from Csongrád to Csongrád-Csanád,2021-11-25
LV,LV-JKB,,,,,,,,1,Deletion of LV-JKB republican city,2021-11-25
LV,LV-VMR,,,,,,,,1,Deletion of LV-VMR republican city,2021-11-25
LV,LV-001,,,,,,,,1,Deletion of LV-001 municipality,2021-11-25
LV,LV-003,,,,,,,,1,Deletion of LV-003 municipality,2021-11-25
LV,LV-004,,,,,,,,1,Deletion of LV-004 municipality,2021-11-25
LV,LV-005,,,,,,,,1,Deletion of LV-005 municipality,2021-11-25
LV,LV-006,,,,,,,,1,Deletion of LV-006 municipality,2021-11-25
LV,LV-008,,,,,,,,1,Deletion of LV-008 municipality,2021-11-25
LV,LV-009,,,,,,,,1,Deletion of LV-009 municipality,2021-11-25
LV,LV-010,,,,,,,,1,Deletion of LV-010 municipality,2021-11-25
LV,LV-012,,,,,,,,1,Deletion of LV-012 municipality,2021-11-25
LV,LV-013,,,,,,,,1,Deletion of LV-013 municipality,2021-11-25
LV,LV-014,,,,,,,,1,Deletion of LV-014 municipality,2021-11-25
LV,LV-017,,,,,,,,1,Deletion of LV-017 municipality,2021-11-25
LV,LV-018,,,,,,,,1,Deletion of LV-018 municipality,2021-11-25
LV,LV-019,,,,,,,,1,Deletion of LV-019 municipality,2021-11-25
LV,LV-020,,,,,,,,1,Deletion of LV-020 municipality,2021-11-25
LV,LV-021,,,,,,,,1,Deletion of LV-021 municipality,2021-11-25
LV,LV-023,,,,,,,,1,Deletion of LV-023 municipality,2021-11-25
LV,LV-024,,,,,,,,1,Deletion of LV-024 municipality,2021-11-25
LV,LV-025,,,,,,,,1,Deletion of LV-025 municipality,2021-11-25
LV,LV-027,,,,,,,,1,Deletion of LV-027 municipality,2021-11-25
LV,LV-028,,,,,,,,1,Deletion of LV-028 municipality,2021-11-25
LV,LV-029,,,,,,,,1,Deletion of LV-029 municipality,2021-11-25
LV,LV-030,,,,,,,,1,Deletion of LV-030 municipality,2021-11-25
LV,LV-031,,,,,,,,1,Deletion of LV-031 municipality,2021-11-25
LV,LV-032,,,,,,,,1,Deletion of LV-032 municipality,2021-11-25
LV,LV-034,,,,,,,,1,Deletion of LV-034 municipality,2021-11-25
LV,LV-035,,,,,,,,1,Deletion of LV-035 municipality,2021-11-25
LV,LV-036,,,,,,,,1,Deletion of LV-036 municipality,2021-11-25
LV,LV-037,,,,,,,,1,Deletion of LV-037 municipality,2021-11-25
LV,LV-038,,,,,,,,1,Deletion of LV-038 municipality,2021-11-25
LV,LV-039,,,,,,,,1,Deletion of LV-039 municipality,2021-11-25
LV,LV-040,,,,,,,,1,Deletion of LV-040 municipality,2021-11-25
LV,LV-043,,,,,,,,1,Deletion of LV-043 municipality,2021-11-25
LV,LV-044,,,,,,,,1,Deletion of LV-044 municipality,2021-11-25
LV,LV-045,,,,,,,,1,Deletion of LV-045 municipality,2021-11-25
LV,LV-046,,,,,,,,1,Deletion of LV-046 municipality,2021-11-25
LV,LV-048,,,,,,,,1,Deletion of LV-048 municipality,2021-11-25
LV,LV-049,,,,,,,,1,Deletion of LV-049 municipality,2021-11-25
LV,LV-051,,,,,,,,1,Deletion of LV-051 municipality,2021-11-25
LV,LV-053,,,,,,,,1,Deletion of LV-053 municipality,2021-11-25
LV,LV-055,,,,,,,,1,Deletion of LV-055 municipality,2021-11-25
LV,LV-057,,,,,,,,1,Deletion of LV-057 municipality,2021-11-25
LV,LV-060,,,,,,,,1,Deletion of LV-060 municipality,2021-11-25
LV,LV-061,,,,,,,,1,Deletion of LV-061 municipality,2021-11-25
LV,LV-063,,,,,,,,1,Deletion of LV-063 municipality,2021-11-25
LV,LV-064,,,,,,,,1,Deletion of LV-064 municipality,2021-11-25
LV,LV-065,,,,,,,,1,Deletion of LV-065 municipality,2021-11-25
LV,LV-066,,,,,,,,1,Deletion of LV-066 municipality,2021-11-25
LV,LV-069,,,,,,,,1,Deletion of LV-069 municipality,2021-11-25
LV,LV-070,,,,,,,,1,Deletion of LV-070 municipality,2021-11-25
LV,LV-071,,,,,,,,1,Deletion of LV-071 municipality,2021-11-25
LV,LV-072,,,,,,,,1,Deletion of LV-072 municipality,2021-11-25
LV,LV-074,,,,,,,,1,Deletion of LV-074 municipality,2021-11-25
LV,LV-075,,,,,,,,1,Deletion of LV-075 municipality,2021-11-25
LV,LV-076,,,,,,,,1,Deletion of LV-076 municipality,2021-11-25
LV,LV-078,,,,,,,,1,Deletion of LV-078 municipality,2021-11-25
LV,LV-079,,,,,,,,1,Deletion of LV-079 municipality,2021-11-25
LV,LV-081,,,,,,,,1,Deletion of LV-081 municipality,2021-11-25
LV,LV-082,,,,,,,,1,Deletion of LV-082 municipality,2021-11-25
LV,LV-083,,,,,,,,1,Deletion of LV-083 municipality,2021-11-25
LV,LV-084,,,,,,,,1,Deletion of LV-084 municipality,2021-11-25
LV,LV-085,,,,,,,,1,Deletion of LV-085 municipality,2021-11-25
LV,LV-086,,,,,,,,1,Deletion of LV-086 municipality,2021-11-25
LV,LV-090,,,,,,,,1,Deletion of LV-090 municipality,2021-11-25
LV,LV-092,,,,,,,,1,Deletion of LV-092 municipality,2021-11-25
LV,LV-093,,,,,,,,1,Deletion of LV-093 municipality,2021-11-25
LV,LV-095,,,,,,,,1,Deletion of LV-095 municipality,2021-11-25
LV,LV-096,,,,,,,,1,Deletion of LV-096 municipality,2021-11-25
LV,LV-098,,,,,,,,1,Deletion of LV-098 municipality,2021-11-25
LV,LV-100,,,,,,,,1,Deletion of LV-100 municipality,2021-11-25
LV,LV-103,,,,,,,,1,Deletion of LV-103 municipality,2021-11-25
LV,LV-104,,,,,,,,1,Deletion of LV-104 municipality,2021-11-25
LV,LV-105,,,,,,,,1,Deletion of LV-105 municipality,2021-11-25
LV,LV-107,,,,,,,,1,Deletion of LV-107 municipality,2021-11-25
LV,LV-108,,,,,,,,1,Deletion of LV-108 municipality,2021-11-25
LV,LV-109,,,,,,,,1,Deletion of LV-109 municipality,2021-11-25
LV,LV-110,,,,,,,,1,Deletion of LV-110 municipality,2021-11-25
LV,LV-DGV,,,State city,,,,,1,Changing LV-DGV subdivision type from republican city to state city,2021-11-25
LV,LV-JEL,,,State city,,,,,1,Changing LV-JEL subdivision type from republican city to state city,2021-11-25
LV,LV-JUR,,,State city,,,,,1,Changing LV-JUR subdivision type from republican city to state city,2021-11-25
LV,LV-LPX,,,State city,,,,,1,Changing LV-LPX subdivision type from republican city to state city,2021-11-25
LV,LV-REZ,,,State city,,,,,1,Changing LV-REZ subdivision type from republican city to state city,2021-11-25
LV,LV-RIX,,,State city,,,,,1,Changing LV-RIX subdivision type from republican city to state city,2021-11-25
LV,LV-VEN,,,State city,,,,,1,Changing LV-VEN subdivision type from republican city to state city,2021-11-25
LV,LV-111,Augšdaugava,Augšdaugavas novads,Municipality,,https://github.com/amckenna41/iso3166-flag-icons/blob/main/iso3166-2-icons/LV/LV-111.svg,"[55.880, 26.536]",,,Adding LV-111 municipality,2021-11-25
LV,LV-112,Dienvidkurzeme,Dienvidkurzemes Novads,Municipality,,https://github.com/amckenna41/iso3166-flag-icons/blob/main/iso3166-2-icons/LV/LV-112.jpeg,"[56.541, 21.054]",,,Adding LV-112 municipality,2021-11-25
LV,LV-113,Valmiera,Valmieras Novads,Municipality,,https://github.com/amckenna41/iso3166-flag-icons/blob/main/iso3166-2-icons/LV/LV-113.png,"[57.553, 25.416]",,,Adding LV-113 municipality,2021-11-25
LT,LT-01,,,,LT-SA,,,1,,Updating LT-01 parent subdivision code,2021-11-25
LT,LT-02,,,,LT-AL,,,1,,Updating LT-02 parent subdivision code,2021-11-25
LT,LT-03,,,,LT-AL,,,1,,Updating LT-03 parent subdivision code,2021-11-25
LT,LT-04,,,,LT-UT,,,1,,Updating LT-04 parent subdivision code,2021-11-25
LT,LT-05,Birštonas,,,LT-KU,,,1,,Changing LT-05 subdivision name spelling and assigning parent subdivision code,2021-11-25
LT,LT-06,,,,LT-PN,,,1,,Updating LT-06 parent subdivision code,2021-11-25
LT,LT-07,,,,LT-AL,,,1,,Updating LT-07 parent subdivision code,2021-11-25
LT,LT-08,,,,LT-VL,,,1,,Updating LT-08 parent subdivision code,2021-11-25
LT,LT-09,,,,LT-UT,,,1,,Updating LT-09 parent subdivision code,2021-11-25
LT,LT-10,,,,LT-KU,,,1,,Updating LT-10 parent subdivision code,2021-11-25
LT,LT-11,,,,LT-SA,,,1,,Updating LT-11 parent subdivision code,2021-11-25
LT,LT-12,,,,LT-TA,,,1,,Updating LT-12 parent subdivision code,2021-11-25
LT,LT-13,,,,LT-KU,,,1,,Updating LT-13 parent subdivision code,2021-11-25
LT,LT-14,Kalvarija,,,LT-MR,,,1,,Changing LT-14 subdivision name spelling and assigning parent subdivision code,2021-11-25
LT,LT-15,,,,LT-KU,,,1,,Updating LT-15 parent subdivision code,2021-11-25
LT,LT-16,,,,LT-KU,,,1,,Updating LT-16 parent subdivision code,2021-11-25
LT,LT-17,,,,LT-MR,,,1,,Updating LT-17 parent subdivision code,2021-11-25
LT,LT-18,,,,LT-KU,,,1,,Updating LT-18 parent subdivision code,2021-11-25
LT,LT-19,,,,LT-SA,,,1,,Updating LT-19 parent subdivision code,2021-11-25
LT,LT-20,,,,LT-KL,,,1,,Updating LT-20 parent subdivision code,2021-11-25
LT,LT-21,,,,LT-KL,,,1,,Updating LT-21 parent subdivision code,2021-11-25
LT,LT-22,,,,LT-KL,,,1,,Updating LT-22 parent subdivision code,2021-11-25
LT,LT-23,,,,LT-PN,,,1,,Updating LT-23 parent subdivision code,2021-11-25
LT,LT-24,,,,LT-AL,,,1,,Updating LT-24 parent subdivision code,2021-11-25
LT,LT-25,,,,LT-MR,,,1,,Updating LT-25 parent subdivision code,2021-11-25
LT,LT-26,,,,LT-TE,,,1,,Updating LT-26 parent subdivision code,2021-11-25
LT,LT-27,,,,LT-UT,,,1,,Updating LT-27 parent subdivision code,2021-11-25
LT,LT-28,,,,LT-KL,,,1,,Updating LT-28 parent subdivision code,2021-11-25
LT,LT-29,,,,LT-TA,,,1,,Updating LT-29 parent subdivision code,2021-11-25
LT,LT-30,,,,LT-SA,,,1,,Updating LT-30 parent subdivision code,2021-11-25
LT,LT-31,,,,LT-KL,,,1,,Updating LT-31 parent subdivision code,2021-11-25
LT,LT-32,,,,LT-PN,,,1,,Updating LT-32 parent subdivision code,2021-11-25
LT,LT-33,,,,LT-PN,,,1,,Updating LT-33 parent subdivision code,2021-11-25
LT,LT-34,,,,LT-PN,,,1,,Updating LT-34 parent subdivision code,2021-11-25
LT,LT-35,,,,LT-TE,,,1,,Updating LT-35 parent subdivision code,2021-11-25
LT,LT-36,,,,LT-KU,,,1,,Updating LT-36 parent subdivision code,2021-11-25
LT,LT-37,,,,LT-SA,,,1,,Updating LT-37 parent subdivision code,2021-11-25
LT,LT-38,,,,LT-KU,,,1,,Updating LT-38 parent subdivision code,2021-11-25
LT,LT-39,Rietavas,,,LT-TE,,,1,,Changing LT-39 subdivision name spelling and assigning parent subdivision code,2021-11-25
LT,LT-40,,,,LT-PN,,,1,,Updating LT-40 parent subdivision code,2021-11-25
LT,LT-41,,,,LT-MR,,,1,,Updating LT-41 parent subdivision code,2021-11-25
LT,LT-42,,,,LT-VL,,,1,,Updating LT-42 parent subdivision code,2021-11-25
LT,LT-43,,,,LT-SA,,,1,,Updating LT-43 parent subdivision code,2021-11-25
LT,LT-44,,,,LT-SA,,,1,,Updating LT-44 parent subdivision code,2021-11-25
LT,LT-45,,,,LT-TA,,,1,,Updating LT-45 parent subdivision code,2021-11-25
LT,LT-46,,,,LT-KL,,,1,,Updating LT-46 parent subdivision code,2021-11-25
LT,LT-47,,,,LT-VL,,,1,,Updating LT-47 parent subdivision code,2021-11-25
LT,LT-48,,,,LT-KL,,,1,,Updating LT-48 parent subdivision code,2021-11-25
LT,LT-49,,,,LT-VL,,,1,,Updating LT-49 parent subdivision code,2021-11-25
LT,LT-50,,,,LT-TA,,,1,,Updating LT-50 parent subdivision code,2021-11-25
LT,LT-51,,,,LT-TE,,,1,,Updating LT-51 parent subdivision code,2021-11-25
LT,LT-52,,,,LT-VL,,,1,,Updating LT-52 parent subdivision code,2021-11-25
LT,LT-53,,,,LT-VL,,,1,,Updating LT-53 parent subdivision code,2021-11-25
LT,LT-54,,,,LT-UT,,,1,,Updating LT-54 parent subdivision code,2021-11-25
LT,LT-55,,,,LT-AL,,,1,,Updating LT-55 parent subdivision code,2021-11-25
LT,LT-56,,,,LT-MR,,,1,,Updating LT-56 parent subdivision code,2021-11-25
LT,LT-57,,,,LT-VL,,,1,,Updating LT-57 parent subdivision code,2021-11-25
LT,LT-58,,,,LT-VL,,,1,,Updating LT-58 parent subdivision code,2021-11-25
LT,LT-59,,,,LT-UT,,,1,,Updating LT-59 parent subdivision code,2021-11-25
LT,LT-60,,,,LT-UT,,,1,,Updating LT-60 parent subdivision code,2021-11-25
NP,NP-P5,Lumbini,Lumbinī,,,,,,,Updating spelling of NP-P5 subdivision name and local name,2021-11-25
SS,SS-BW,Western Bahr el Ghazal,,,,,,,,Updating SS-BW subdivision name spelling,2021-11-25
GB,GB-PEM,,,,GB-WLS,,,,,Updating GB-PEM parent subdivision code,2022-03-03
IQ,IQ-KR,Kurdistan,Iqlīm Kūrdistān,Region,"IQ-AR, IQ-DA, IQ-SU",https://github.com/amckenna41/iso3166-flag-icons/blob/main/iso3166-2-icons/IQ/IQ-KR.svg,"[36.263, 43.959]",,,Adding IQ-KR province,2022-03-03
DZ,DZ-49,Timimoun,ولاية تيميمون,Province,,,"[29.262, 0.241]",,,Adding DZ-49 province,2022-11-29
DZ,DZ-50,Bordj Badji Mokhtar,ولاية برج باجي مختار,Province,,,"[21.680, 0.944]",,,Adding DZ-50 province,2022-11-29
DZ,DZ-51,Ouled Djellal,ولاية أولاد جلال,Province,,,"[34.438, 5.062]",,,Adding DZ-51 province,2022-11-29
DZ,DZ-52,Béni Abbès,ولاية بني عباس,Province,,,"[30.149, -2.147]",,,Adding DZ-52 province,2022-11-29
DZ,DZ-53,In Salah,ولاية عين صالح,Province,,,"[27.404, 2.388]",,,Adding DZ-53 province,2022-11-29
DZ,DZ-54,In Guezzam,ولاية عين قزّام,Province,,,"[19.701, 5.783]",,,Adding DZ-54 province,2022-11-29
DZ,DZ-55,Touggourt,ولاية تقرت,Province,,,"[33.11, 6.054]",,,Adding DZ-55 province,2022-11-29
DZ,DZ-56,Djanet,ولاية جانت,Province,,,"[24.687, 9.444]",,,Adding DZ-56 province,2022-11-29
DZ,DZ-57,El Meghaier,ولاية المغير,Province,,,"[33.957, 5.924]",,,Adding DZ-57 province,2022-11-29
DZ,DZ-58,El Meniaa,ولاية المنيعة,Province,,,"[30.588, 2.902]",,,Adding DZ-58 province,2022-11-29
ET,ET-SW,Southwest Ethiopia Peoples,YeDebub M‘irab Ītyop’iya Hizboch,Regional state,,https://github.com/amckenna41/iso3166-flag-icons/blob/main/iso3166-2-icons/ET/ET-SW.svg,"[5.843, 36.313]",,,Adding ET-SW regional state,2022-11-29
ET,ET-SI,Sidama,Sīdama,Regional state,,https://github.com/amckenna41/iso3166-flag-icons/blob/main/iso3166-2-icons/ET/ET-SI.svg,"[6.704, 38.445]",,,Adding ET-SI regional state,2022-11-25
FI,FI-17,Satakunta,,,,,,1,,Change of spelling for FI-17 region,2022-11-29
GB,GB-BKM,,,Unitary authority,GB-ENG,,,1,,Updating GB-BKM subdivision type,2022-11-29
GB,GB-NNH,North Northamptonshire,,Unitary authority,GB-ENG,https://github.com/amckenna41/iso3166-flag-icons/blob/main/iso3166-2-icons/GB/GB-NNH.svg,"[52.310, -0.875]",1,,Adding GB-NNH subdivision,2022-11-29
GB,GB-NSM,,,,GB-ENG,,,,,Updating subdivision parent code,2022-11-25
GB,GB-NTH,,,,,,,,1,Deleting GB-NTH subdivision,2022-11-29
GB,GB-WNH,West Northamptonshire,,Unitary authority,GB-ENG,https://github.com/amckenna41/iso3166-flag-icons/blob/main/iso3166-2-icons/GB/GB-WNH.svg,"[52.259, -1.161]",1,,Adding GB-WNH subdivision,2022-11-29
ID,ID-PE,Highland Papua,Papua Pengunungan,Province,ID-PP,https://github.com/amckenna41/iso3166-flag-icons/blob/main/iso3166-2-icons/ID/ID-PE.svg,"[-4.091, 138.951]",,,Adding ID-PE province,2022-11-29
